INFO 2025-06-23 11:56:32,840 autoreload 3825 140487275537024 Watching for file changes with StatReloader
INFO 2025-06-23 15:08:43,279 autoreload 36838 139828837708416 Watching for file changes with StatReloader
INFO 2025-06-23 15:09:39,308 basehttp 36838 139828565898816 "GET /api/users/ HTTP/1.1" 200 154
INFO 2025-06-23 15:09:39,308 basehttp 36838 139828777694784 "GET /api/planes-mantenimiento/ HTTP/1.1" 200 315
INFO 2025-06-23 15:09:39,317 basehttp 36838 139828786087488 "GET /api/equipos/ HTTP/1.1" 200 1372
INFO 2025-06-23 15:09:39,322 basehttp 36838 139828557506112 "GET /api/planes-mantenimiento/ HTTP/1.1" 200 315
INFO 2025-06-23 15:09:39,334 basehttp 36838 139828565898816 "GET /api/equipos/ HTTP/1.1" 200 1372
INFO 2025-06-23 15:09:39,334 basehttp 36838 139828549113408 "GET /api/users/ HTTP/1.1" 200 154
INFO 2025-06-23 15:10:29,831 basehttp 36838 139828549113408 "GET /api/planes-mantenimiento/ HTTP/1.1" 200 315
INFO 2025-06-23 15:10:29,832 basehttp 36838 139828557506112 "GET /api/users/ HTTP/1.1" 200 154
INFO 2025-06-23 15:10:29,840 basehttp 36838 139828786087488 "GET /api/planes-mantenimiento/ HTTP/1.1" 200 315
INFO 2025-06-23 15:10:29,841 basehttp 36838 139828549113408 "GET /api/users/ HTTP/1.1" 200 154
INFO 2025-06-23 15:10:29,844 basehttp 36838 139828565898816 "GET /api/equipos/ HTTP/1.1" 200 1372
INFO 2025-06-23 15:10:29,852 basehttp 36838 139828786087488 "GET /api/equipos/ HTTP/1.1" 200 1372
INFO 2025-06-23 15:10:51,436 basehttp 36838 139828549113408 "GET /api/planes-mantenimiento/ HTTP/1.1" 200 315
INFO 2025-06-23 15:10:51,441 basehttp 36838 139828565898816 "GET /api/users/ HTTP/1.1" 200 154
INFO 2025-06-23 15:10:51,441 basehttp 36838 139828786087488 "GET /api/equipos/ HTTP/1.1" 200 1372
INFO 2025-06-23 15:10:51,455 basehttp 36838 139828549113408 "GET /api/users/ HTTP/1.1" 200 154
INFO 2025-06-23 15:10:51,456 basehttp 36838 139828786087488 "GET /api/planes-mantenimiento/ HTTP/1.1" 200 315
INFO 2025-06-23 15:10:51,458 basehttp 36838 139828565898816 "GET /api/equipos/ HTTP/1.1" 200 1372
INFO 2025-06-23 15:13:57,161 basehttp 36838 139828786087488 "OPTIONS /api/mantenimiento-workflow/dashboard/ HTTP/1.1" 200 0
